,0 s,1 s,2 s,3 s,4 s,5 s,6 s,7 s,8 s,9 s,10 s,11 s,12 s,13 s,14 s,15 s,16 s,17 s,18 s,19 s,20 s,21 s,22 s,23 s,24 s,25 s,26 s,27 s,28 s,29 s,30 s,31 s,32 s,33 s,34 s,35 s,36 s,37 s,38 s,39 s,40 s,41 s,42 s,43 s,44 s,45 s,46 s,47 s,48 s,49 s,50 s,51 s,52 s,53 s,54 s,55 s,56 s,57 s,58 s,59 s,60 s,61 s,62 s,63 s,64 s,65 s,66 s,67 s,68 s,69 s,70 s,71 s,72 s,73 s,74 s,75 s,76 s,77 s,78 s,79 s,80 s,81 s,82 s,83 s,84 s,85 s,86 s,87 s,88 s,89 s,90 s,91 s,92 s,93 s,94 s,95 s,96 s,97 s,98 s,99 s,100 s,101 s,102 s,103 s,104 s,105 s,106 s,107 s,108 s,109 s,110 s,111 s,112 s,113 s,114 s,115 s,116 s,117 s,118 s,119 s,120 s,121 s,122 s,123 s,124 s,125 s,126 s,127 s,128 s,129 s,130 s,131 s,132 s,133 s,134 s,135 s,136 s,137 s,138 s,139 s,140 s,141 s,142 s,143 s,144 s,145 s,146 s,147 s,148 s,149 s,150 s
第96节龙身x (m),-5.064653559733529,-5.904215068008001,-6.687084406232155,-7.405778551827914,-8.053406483180504,-8.623737227224428,-9.111261875492309,-9.511250201547687,-9.81979784893815,-10.033868930804715,-10.151326937664496,-10.17096065423841,-10.09249903203286,-9.9166177270168,-9.644936885417195,-9.280009087172216,-8.825299001111993,-8.285152500692092,-7.664760198136817,-6.970106801476103,-6.207921250650249,-5.385607506712959,-4.511180799534515,-3.5931885259077654,-2.6406276486464613,-1.6628603770226382,-0.6695219059108144,0.32957406306381887,1.3245318119778644,2.3054692696190457,3.2626199080999196,4.186428601920265,5.067646409093547,5.897427665661278,6.667417778144767,7.369841089129707,7.99757839845207,8.544246340150595,9.004260679792486,9.372897895408492,9.646347310477976,9.821753044673256,9.897247327261459,9.87197396635499,9.746101763233007,9.520826912632662,9.198365764303563,8.781936488823257,8.275730822313324,7.684874605958798,7.0153797127652595,6.27408613353491,5.468594476204025,4.607191108341254,3.6987648511309588,2.752717906074834,1.7788693648019231,0.7873563038654506,-0.21147325724292426,-1.207166425263497,-2.189272677119381,-3.14745747543397,-4.071609062674167,-4.951947248085672,-5.779127503256805,-6.544341445284316,-7.2394161161511335,-7.8568986477857985,-8.39014325727489,-8.83338377026924,-9.181799971866297,-9.431573196251975,-9.579932538856701,-9.625189296794836,-9.5667601476554,-9.40517867074373,-9.14209495844504,-8.78026302129033,-8.323515931387977,-7.776729091590066,-7.145773179146512,-6.437453231861911,-5.659439976700533,-4.820189288138914,-3.9288527534648114,-2.9951821754634738,-2.0294227632412656,-1.0422040181715022,-0.04442241728427182,0.9528753329525252,1.9386172530016073,2.901827399718187,3.831748281318821,4.717964229154558,5.550516911207085,6.3200210036455235,7.017771395497497,7.635846007170728,8.167196850069175,8.605735649026757,8.946406991748006,9.18525012633127,9.319450530045524,9.347376869614354,9.268605820247402,9.083932681420347,8.795368861022345,8.40612386026718,7.920575600248888,7.344224910113716,6.683638158212824,5.946376113039326,5.140911843579942,4.276536764887795,3.363255755440238,2.411675514330478,1.4328827004784568,0.43831596780911647,-0.5603645917409354,-1.551415884472441,-2.5231482456754577,-3.46406351740549,-4.362993795110909,-5.20923492756285,-5.992673822461851,-6.703916036445277,-7.334398955967542,-7.876498301653459,-8.32362644718169,-8.67031481505065,-8.912287011829237,-9.046515927351237,-9.071267105426102,-8.986126547920255,-8.792012655008099,-8.491172333222071,-8.087160459487382,-7.584803118544237,-6.990146293726407,-6.31038661393774,-5.553790623081093,-4.729598439751703,-3.847912737226164,-2.91958246444111,-1.956068231448074,-0.9693055832596519,0.028441868321287832,1.0247329958214182,2.0071047044260704,2.9632284225146885,3.8810636914822725
第96节龙身y (m),-8.931273690248213,-8.389494486930255,-7.768608864372721,-7.074449386381623,-6.313560240804186,-5.49313792128999,-4.620965751446724,-3.7053402996976326,-2.754996819114074,-1.7790227070105382,-0.786777968558942,0.2121992566892509,1.2082813342012024,2.1918450942329146,3.153362722188598,4.083496974206491,4.973190760976185,5.813758652060266,6.5969694587118335,7.3151335973179625,7.961174292468429,8.528706133576309,9.012095141239227,9.406520195534974,9.708023835234709,9.913553957409787,10.020998605338647,10.029210829607976,9.938023996807441,9.748257995214074,9.461715023404052,9.081165839404415,8.61032724994124,8.053827709699364,7.417166088910477,6.706658924556921,5.929383690270249,5.093105682127687,4.206207408847544,3.2776053452794454,2.3166605951437793,1.333087102168487,0.3368548263531501,-0.6619122207542241,-1.6530338105089621,-2.6263849893600963,-3.5719929601268388,-4.48014302863344,-5.341478586320154,-6.147100202067238,-6.888658137507222,-7.558441102775576,-8.149459419569812,-8.65552023528579,-9.071295689655978,-9.392381909368847,-9.61534943960834,-9.737783058452093,-9.758312154327067,-9.676629308104136,-9.493498813668964,-9.210753252597673,-8.8312792721107,-8.358991725985094,-7.798797355796259,-7.156548136397867,-6.438980667251668,-5.653653109641244,-4.808864577261858,-3.913572099409402,-2.977297112602732,-2.0100273053432436,-1.0221104059236434,-0.024144591658175257,0.973132879341245,1.9589633121253844,2.922680123851049,3.853826330404768,4.742269068233212,5.5783111852782294,6.352797411167549,7.05721927299283,7.683809364913414,8.22563080768613,8.67665737329706,9.031843201055882,9.287184307914963,9.439767036997937,9.487805848103703,9.430668300079068,9.268887876539157,9.004163531003957,8.639346775281659,8.178414640881334,7.626431668115013,6.989497727587052,6.274685270882585,5.489962976255135,4.644112515999039,3.7466315124456457,2.807629686996166,1.8377192541858083,0.8478936969121151,-0.15059277861447745,-1.1463550208181925,-2.1280043264369746,-3.0842785843032914,-4.004175612418579,-4.877076622477353,-5.692873511882951,-6.442086936334121,-7.1159798775849294,-7.706662047091246,-8.207186147455625,-8.611633941066856,-8.91518970754657,-9.114202765179257,-9.206236100729138,-9.19010094700435,-9.065877405976039,-8.834919831983926,-8.49984772322593,-8.064520758373861,-7.533999235474134,-6.914491838237104,-6.213285063495664,-5.438663314745342,-4.599815995825503,-3.70672929753743,-2.770073595158391,-1.8010760782153252,-0.8113896888681579,0.1870461712755078,1.1821476781143072,2.1618343876364614,3.114173826043026,4.027529574217537,4.8907048239381155,5.693080090032761,6.424749154524659,7.0766422962555104,7.640643397135619,8.109696516824998,8.47789633508078,8.74056999905901,8.89434051106832,8.9371761700098,8.868423218167553,8.688821607525478,8.400502986652368,8.006972055486244
第97节龙身x (m),-3.574618532670696,-4.490106468381795,-5.362367930189128,-6.183104735020803,-6.944486977844169,-7.639229426529013,-8.26066266143615,-8.80280051613098,-9.26039835217032,-9.629008603565861,-9.905023921103256,-10.08571772893058,-10.169273026988368,-10.154803907947745,-10.042367974443298,-9.832969796199992,-9.528555415509864,-9.131996727537135,-8.64706902747313,-8.078415430938783,-7.431509334506536,-6.712599459766079,-5.928656721483993,-5.087306729140841,-4.1967569415496815,-3.2657208386861476,-2.3033327820164806,-1.319059580929992,-0.322608341584768,0.6761664574916472,1.6673635637390285,2.641131139263911,3.587763550903464,4.497801954864559,5.362127444578589,6.172055587924705,6.9194219047407,7.596671495078371,8.196932874931917,8.7140919588801,9.142857737194491,9.47881866831355,9.718491131593055,9.859359300340882,9.899904382018828,9.83962537450059,9.679047963248012,9.419724045396501,9.064220592397255,8.616097310885522,8.079874968410428,7.4609932316561665,6.765758302954434,6.001282172288119,5.175412247068672,4.296653828235497,3.3740839882209417,2.4172613592781476,1.4361261340147684,0.44089952501367746,-0.5580202090369779,-1.5501693981914968,-2.525126121742964,-3.4726210687707377,-4.382645497943627,-5.245557813648412,-6.052190618471759,-6.793944476325357,-7.46288678988999,-8.05183652253374,-8.554445210055082,-8.96526788021311,-9.279826247511817,-9.494661011935822,-9.607373418368542,-9.616656407800114,-9.522313555228472,-9.325266664114825,-9.027550903561432,-8.632297744287964,-8.14370709965942,-7.567005453433824,-6.908394786828827,-6.174988938096341,-5.374739771757424,-4.516355640684774,-3.6092074620035035,-2.6632299878413606,-1.6888137022067657,-0.6966947233681354,0.30216519410409326,1.296697545846837,2.2758489755465456,3.2287067825769014,4.144618422984257,5.013313706392673,5.825020429258334,6.570578382591572,7.241542755243257,7.830284583932234,8.330080492706852,8.735192183298176,9.040937780725494,9.243749098658805,9.341218498316744,9.332131433449796,9.216486735498,8.99550228803364,8.671607563530033,8.24842144267623,7.730716770489616,7.12437079590335,6.436303081766835,5.6744006755743595,4.847430825727018,3.9649444398867297,3.037168372446785,2.074888595236652,1.0893290650897731,0.09201952317382642,-0.9053361837663481,-1.8909973486175822,-2.8533258945405473,-3.7809241650155574,-4.662768463662367,-5.4883462634656155,-6.247781043822048,-6.931952932415116,-7.532614031029465,-8.042488939237826,-8.455369128430341,-8.766192010187638,-8.97110831365156,-9.067534748334715,-9.054192113681493,-8.931127535919693,-8.699721024880352,-8.362675415825525,-7.923991145536677,-7.388923080562327,-6.763923983558131,-6.056571670398451,-5.2754798357638295,-4.430201080982406,-3.5311101102066544,-2.5892820672397856,-1.6163579372588066,-0.6244036471513092,0.3742388191633558,1.3671045073277186,2.3417589642334953
第97节龙身y (m),-9.640001806042408,-9.239669084248186,-8.752288831973576,-8.182406399826656,-7.535361212267265,-6.817239276007411,-6.034818964157689,-5.1955077535669485,-4.307276488580247,-3.378581427645824,-2.4182910174614536,-1.4355973388115055,-0.4399315773196962,0.5591273250269891,1.5519419095477152,2.5289120081971186,3.480565440400311,4.397653147884842,5.271235957167271,6.092778461729681,6.854227074917296,7.548097970747154,8.167546694971827,8.706441020848919,9.159424212612688,9.521969555737698,9.790429581526872,9.962075685326203,10.035128853220995,10.008781330880723,9.883209066895308,9.659573860669502,9.34001671067869,8.927639999505384,8.42648129315919,7.841476078599668,7.178414721224011,6.443883921442514,5.645207698534473,4.7903758741569895,3.8879652324087255,2.9470561283800523,1.9771432961043391,0.988039576442099,-0.010217698992729536,-1.0074756091192953,-1.9935618760718006,-2.9583917138563183,-3.8920704450553103,-4.784997333681406,-5.627963955988862,-6.412251060221714,-7.129721208045648,-7.7729047902468364,-8.335080787005543,-8.810349427142212,-9.193697637848048,-9.481054526305337,-9.669339064395523,-9.75649593590723,-9.741521874737103,-9.624481279862499,-9.406510174369545,-9.089809096068114,-8.677625034145638,-8.174222466037977,-7.584840842168793,-6.915646975279108,-6.173670592152444,-5.3667355142963755,-4.503379027280647,-3.592765215517448,-2.6445888005129725,-1.668973594973918,-0.6763672070175335,0.32257178035627615,1.3170855977255413,2.29643397164006,3.2500107633375537,4.167459568764743,5.038785287354058,5.8544675533410055,6.60556456580462,7.2838145092456745,7.881729215465035,8.392678724869555,8.81096974684067,9.131911897498089,9.351874682120233,9.468332047512167,9.479896387657806,9.386338973279058,9.188598393168846,8.888775344003243,8.490115364242817,7.996977750949103,7.41479276931558,6.75000461947506,6.010005790188592,5.203057122929839,4.33819877042401,3.4251536086396963,2.474217947182683,1.4961498456915396,0.5020464218573516,-0.4967785999222756,-1.4889229225909542,-2.463028917375092,-3.4079098285576905,-4.312681963222367,-5.166890335748303,-5.960632048336272,-6.6846729944157115,-7.330558286548959,-7.890714810840919,-8.358542940098658,-8.72849884626404,-8.996164797525726,-9.158305879260844,-9.21291474284893,-9.159240904739079,-8.99780635637214,-8.730405768017253,-8.360091499283834,-7.891145187812391,-7.329031504021483,-6.680340224600091,-5.9527144085201105,-5.154762222791671,-4.295961776631349,-3.3865495333572952,-2.437402740980403,-1.4599111099029018,-0.46584281525186955,0.5327972568853743,1.5239098664275357,2.49544942311796,3.435570943456561,4.332773601579846,5.176046185148633,5.955001859942501,6.660009888132227,7.2823198615897144,7.814170929484489,8.24889628868065,8.581009698339434,8.806280562835095,8.921793123868643,8.925990184398747,8.818699706326969,8.601144624238753
第98节龙身x (m),-1.990396117536424,-2.9581234550905697,-3.8971476551879047,-4.798574598615057,-5.653843679440024,-6.45481074777873,-7.193826360019701,-7.86381206025542,-8.458328307357318,-8.97164114984621,-9.398776515636253,-9.73557402919126,-9.97872897298177,-10.12582789024848,-10.175375199327153,-10.126811914671295,-9.98052485118143,-9.737846600489844,-9.401047428454929,-8.973315532592315,-8.458732765255371,-7.862234887784085,-7.189570750261136,-6.4472477589994694,-5.642470666345151,-4.783076075395916,-3.8774567323056157,-2.9344814572574527,-1.9634093568755673,-0.9738027090601057,0.024570343541587155,1.0218290822953424,2.008076746173751,2.973501993229642,3.9084743403881994,4.803643150419529,5.650028358044165,6.4391181343230475,7.162950676372621,7.814198761568283,8.386246893665694,8.873260273996653,9.270247114587372,9.573113427220866,9.778707111559811,9.884856289531301,9.890393873132018,9.7951746991973,9.600081600588341,9.307020625794285,8.918906307589388,8.439636337993377,7.874055603590621,7.2279109558503185,6.5077955388325535,5.721085132198821,4.87586419831943,3.9808472651467075,3.045288392366091,2.0788888771464498,1.0916998516564769,0.09401520300075816,-0.9037325187475624,-1.891081910133665,-2.8576515615549334,-3.793249427747226,-4.68798459202389,-5.532367431135833,-6.31741689786952,-7.03475554244155,-7.676702041602395,-8.236355555154189,-8.707673634282184,-9.085540778377045,-9.36582678300083,-9.545436416324284,-9.622346858273563,-9.595634933231945,-9.46549212916371,-9.233227525159561,-8.901259467478365,-8.473093866982722,-7.953291916122933,-7.347425021898869,-6.662018564409457,-5.904486462267137,-5.083052660546773,-4.206665885671062,-3.284903546091031,-2.327871465242956,-1.3460926750478257,-0.3503941683185521,0.6482108383039862,1.638646468283295,2.6098941819819794,3.551117722089539,4.451783776045299,5.301782982891177,6.091542878648736,6.812139722277546,7.455401844508255,8.014004093055007,8.48155655716739,8.852680112135381,9.123073443469794,9.289566303988098,9.350161574804558,9.30406408758546,9.151695367309149,8.89469501738276,8.535908060530021,8.079358050726054,7.53020685736704,6.894700826837857,6.180103470962501,5.394617304327561,4.547292823275859,3.647926880528292,2.7069542212508293,1.7353260839243891,0.7443867933060233,-0.25425772193700563,-1.248876173997615,-2.2277491700236256,-3.179304778195442,-4.092260904145968,-4.955757438276902,-5.759487000438748,-6.49382325018326,-7.149936117552148,-7.719903882579446,-8.196811356983073,-8.574838773001106,-8.849337117341257,-9.016890803672215,-9.075364861549135,-9.023937977002008,-8.863119058156936,-8.594748412030675,-8.221981861785686,-7.7492597359469935,-7.182259611583392,-6.527831659851046,-5.793923673384381,-4.989486158374351,-4.1243689595262465,-3.2092036780022353,-2.2552770208360258,-1.2743930342915124,-0.27872903133902366,0.7193128886252512
第98节龙身y (m),-10.101238637810308,-9.852472443292953,-9.510991379111713,-9.079945386290788,-8.563339762136827,-7.966000536171733,-7.2935326895649055,-6.552268873883865,-5.749213938501148,-4.891977618354696,-3.988709268736356,-3.048017711706674,-2.07889251996306,-1.0906182510454043,-0.0926884768761135,0.905287413311297,1.893674260917106,2.8629069103464215,3.8035791049792054,4.706541152342536,5.562982682662456,6.364527800162229,7.103311872852734,7.772064042256107,8.364181023032355,8.873792835727699,9.295824995193518,9.626051580114398,9.86114049123731,9.998689638966512,10.037255648692831,9.976371519146243,9.816555928200994,9.559312103634015,9.207117367394286,8.763401992568491,8.232521014383373,7.6197113660189,6.931046280737174,6.1733770651693405,5.354266695230885,4.481917381088574,3.5650908303577586,2.613020590270743,1.6353251218619231,0.6419043450420243,-0.3571533082542976,-1.3516755662831692,-2.3315086850076847,-3.2866232217137155,-4.207215402165918,-5.083809212340933,-5.907355823536094,-6.669327924039903,-7.361810689161943,-7.977585625593088,-8.510209414979016,-8.954082868828387,-9.304514656398295,-9.557773022417779,-9.711128967009342,-9.762890259455437,-9.712423165497661,-9.560164064220615,-9.307619846491571,-8.957357364793296,-8.512979822746624,-7.9790957493618535,-7.361272711415168,-6.6659838679697065,-5.900542934477122,-5.073030997527875,-4.192213246712359,-3.2674480742585175,-2.308591232076747,-1.325890453523739,-0.3298793136704884,0.6687359150008721,1.6591910195341535,2.630780215273345,3.572969986082705,4.475517286194989,5.328579821833595,6.122826296764353,6.849540603628271,7.5007186013025855,8.069160933640493,8.548554720795533,8.93354789471661,9.219811707325503,9.404094464627832,9.484262086869837,9.459327246052403,9.32946586327381,9.096020820268702,8.761492608714304,8.329517336607173,7.8048307856013,7.193221870927329,6.501471960978683,5.737283224851199,4.90919796980503,4.026504201184808,3.099136108710915,2.137562478107932,1.1526723046977974,0.1556533141852784,-0.8421373186862278,-1.8292978776645845,-2.794515160814574,-3.7266934778449468,-4.615084078852934,-5.449410037112583,-6.219987439320473,-6.917840927024165,-7.534810253821042,-8.063649886881828,-8.498118125146863,-8.833053970733177,-9.06444422013952,-9.189475318095257,-9.20657291032632,-9.115426712844927,-8.917000288970733,-8.613526985784613,-8.208489073039942,-7.706583365604267,-7.113672472440764,-6.436719224781217,-5.683711578886109,-4.863570453518166,-3.986049114267974,-3.0616196917956455,-2.1013518609088027,-1.116781052443614,-0.11977368114548617,0.8776164937506289,1.8632935361828398,2.825264189525527,3.7517874082145504,4.6315165209568425,5.4536406883381074,6.20802243185204,6.885321842570924,7.4771195526129945,7.976023504919863,8.375766480813143,8.67128946282098,8.858811526146095,8.935883506897882,8.90142563928742
第99节龙身x (m),-0.35283547591167974,-1.3478698344524576,-2.3294020853865653,-3.2881743762204403,-4.215120480427793,-5.101452851090173,-5.938746022252681,-6.719019626541587,-7.434814005204755,-8.079266398975163,-8.646174478877434,-9.130062236981239,-9.526233591762761,-9.830821073741925,-10.040825819744729,-10.154150794756188,-10.16962429981606,-10.087015345399617,-9.907039973968057,-9.631357593790874,-9.262560516797224,-8.804150241322127,-8.260509809161189,-7.6368636479645025,-6.939229324175151,-6.174364119987807,-5.349700564998132,-4.473276642348428,-3.5536589800698413,-2.5998631764364357,-1.6212630287842846,-0.6275019718551927,0.37160020537388905,1.3661469699578628,2.346260570506893,3.302182122778433,4.224365732324688,5.103580819296255,5.931000120425842,6.698291887328816,7.39770653099283,8.022156190248193,8.565288777651052,9.021556097220733,9.386271486012282,9.655664294175278,9.826919326956634,9.898210868296228,9.868725505251536,9.738674921626185,9.509298201584462,9.18285384679019,8.762601026622235,8.252770828435445,7.658526780042006,6.985916457408816,6.2418118640965154,5.433844167682067,4.570325272665751,3.660166274294748,2.7127889240487555,1.7380265494238396,0.74602577361923,-0.2528594260360845,-1.2481740086403545,-2.229470956725266,-3.1864246964472085,-4.108934328709517,-4.98723664480372,-5.81200806275565,-6.5744663065359035,-7.266465327692693,-7.880585493466088,-8.410216269602367,-8.849629442197298,-9.194045561079887,-9.43968859293054,-9.58383170933024,-9.62483143308563,-9.562150250641835,-9.39636776509161,-9.129179542207265,-8.76338425976586,-8.3028582868614,-7.752518451927395,-7.118274429393071,-6.406967773913308,-5.6263023658033715,-4.784763124850065,-3.8915284433041695,-2.956370771706762,-1.989552500159587,-1.0017158307364171,-0.0037647272201767556,0.9932520176872262,1.978264396147886,2.940303312494963,3.868625135324881,4.752829965389831,5.582981955516096,6.349722547361608,7.044376831372225,7.659056808757193,8.186752460483042,8.621416739371298,8.958037562867565,9.192699988517273,9.322636984571002,9.346265608003554,9.263211561794213,9.0743193294821,8.781648542314832,8.388456468997129,7.899166602850678,7.319323136502768,6.65553319466669,5.915395402966037,5.107416177979671,4.240917142815102,3.3259284346631945,2.3730772135121603,1.393465863606458,0.39854362935041643,-0.6000260518807449,-1.590498788768543,-2.5611918928247572,-3.5006196446580184,-4.397629953485353,-5.2415409642916755,-6.02226745681127,-6.730446339222172,-7.357550879690134,-7.8959975596801595,-8.339241428010716,-8.681860917633534,-8.919628024661291,-9.049566328024538,-9.069993241121137,-8.980547179402507,-8.782198909882412,-8.477246895775696,-8.069296603781494,-7.5632221752490585,-6.965115706579465,-6.2822168202863224,-5.522830882079774,-4.69623221039557,-3.8125552185403784,-2.882672860456526,-1.918065681323251,-0.9306837037903051
第99节龙身y (m),-10.303464042360003,-10.212449287674165,-10.025456059738387,-9.744167618854936,-9.371161239912691,-8.909887376214185,-8.364641109602813,-7.740523993774955,-7.04340037283645,-6.279841903857295,-5.4570723799632095,-4.58289735515431,-3.6656337867172963,-2.7140316221249328,-1.7371934192289613,-0.7444860831693518,0.2545460070352766,1.2502751282983482,2.233078664588808,3.193438162423616,4.122024339149843,5.009797028429821,5.84808699887436,6.62868569324461,7.343927667042063,7.986765432709641,8.550842986999218,9.030560665711231,9.421133471961971,9.718640757466575,9.920070155438598,10.023350049893866,10.02737442873037,9.932018281920099,9.738142865409161,9.44759117637062,9.063175007726716,8.58864898545426,8.028679093939175,7.388799531206433,6.675360177931306,5.895466779527,5.056913100079856,4.168104030320719,3.2379773810014805,2.2759089549967197,1.2916253538802214,0.29510415766336107,-0.7035251300461058,-1.6940860965260098,-2.666456688042857,-3.6106738752938026,-4.5170367825378115,-5.376206800579861,-6.179305924894873,-6.918009404056716,-7.584635559986859,-8.172226079449658,-8.674623821661108,-9.086538654983812,-9.403606170792168,-9.622438764483826,-9.740664318129609,-9.756955982932094,-9.671050725438533,-9.483757319315297,-9.196951925894151,-8.813564531594183,-8.33755156906457,-7.773859575916323,-7.128376991722319,-6.407876652756883,-5.619947523349658,-4.772917027229256,-3.8757671082703715,-2.9380394610473335,-1.969737830308327,-0.9812218605236246,0.0169026769472223,1.0138974505322975,1.9990043742146375,2.9615649978952834,3.891134011618133,4.777594960321034,5.611271618460075,6.38303402958077,7.084402691364989,7.707643159550733,8.245855171566705,8.693051069762994,9.04422731803567,9.29542374890856,9.443772219721646,9.487533987716771,9.426123981800158,9.260123161763193,8.991277782637294,8.622485055265049,8.15776722706911,7.602231365432358,6.962017217609977,6.24423468332422,5.456886716582286,4.608785173633315,3.7094532442983428,2.7690227272976817,1.7981227313055042,0.8077581316427778,-0.19081004595914486,-1.1861944212129212,-2.1670097698509627,-3.1220040243393172,-4.040187689038381,-4.910961656340883,-5.724241936643398,-6.4705776394341,-7.1412642558665,-7.728448704025268,-8.225223604573895,-8.62571413841895,-8.925150550395934,-9.119930092125417,-9.207665277345514,-9.187217808832706,-9.058718573915433,-8.823572498068968,-8.484448433838114,-8.045254644567182,-7.511097712900579,-6.888229454336145,-6.183977112760994,-5.406662294146046,-4.565506172519,-3.6705243812718518,-2.7324094271146255,-1.7624075601702092,-0.7721844446661483,0.2263136971851247,1.2210013273766736,2.1998026058474145,3.150795510771636,4.062358747245928,4.923317605727051,5.72307868810232,6.4517671746852665,7.100349927051077,7.6607516634614825,8.125959610416704,8.490116536304678,8.748599384560416,8.898083017356342
第100节龙身x (m),1.2960135277522067,0.29920241217528115,-0.6995913521161666,-1.690985589630823,-2.6656443640980356,-3.614366702244481,-4.528173122705123,-5.398393156914131,-6.2167465126331924,-6.975426730516702,-7.667172232296921,-8.285342515851825,-8.823981665790896,-9.27787894894303,-9.642620750177121,-9.914637413620415,-10.091240195076054,-10.170651449473528,-10.152025050418008,-10.035458678902318,-9.82199725980981,-9.513625722977688,-9.113255113442785,-8.624697606792152,-8.052632510170112,-7.402565841288345,-6.680779085188856,-5.894271057328637,-5.05069226111387,-4.158274360490903,-3.2257485574933673,-2.262264027882885,-1.2773002366885644,-0.2805717569494288,0.7180643775139964,1.708707763559689,2.6815089120440416,3.626774003138933,4.535056228662514,5.397253273896283,6.204700838202908,6.949260547944993,7.6234036219858705,8.220290246413311,8.73383898622344,9.158795779086182,9.490786910905534,9.726368795748629,9.86306669404821,9.899404563267504,9.83492397521368,9.670193625654498,9.406807928997463,9.04737547586152,8.595496550651223,8.05573106597164,7.433555053562729,6.7353099759984545,5.968138796383543,5.139917019676371,4.25917581638397,3.3350131148266824,2.3770041652684974,1.3951023851028244,0.3995384183742045,-0.5992854075226196,-1.5909069149473527,-2.564907497071516,-3.5110275781100677,-4.419272326218231,-5.280019525360278,-6.084122157367669,-6.823008151555294,-7.488774672470186,-8.074273784496613,-8.573193518630008,-8.980128037768253,-9.290640283200132,-9.501313997503624,-9.609795168032926,-9.614821986874325,-9.516244006160198,-9.315028822336448,-9.013256837385706,-8.614103744305536,-8.12181200034121,-7.541648843412109,-6.879854356871827,-6.143577150467043,-5.340802028936556,-4.480264800208933,-3.5713606931144626,-2.6240448324648953,-1.6487230383477673,-0.6561416239746124,0.3427314620333182,1.336826154265362,2.31509491154877,3.266632608575312,4.180801334658387,5.047350282317708,5.856530352326342,6.599208822681346,7.266972729615588,7.852229181692462,8.348293423989395,8.749468968152579,9.05111858558263,9.249720288450671,9.342914053497964,9.329534136149752,9.209628360569805,8.984463605824416,8.656517433618333,8.229455452663492,7.708095437124347,7.09835733598897,6.407200007009929,5.642547083156539,4.813198203522733,3.928732424030851,2.99940041689996,2.036007440062729,1.0497894452394088,0.05228667117593941,-0.944795111464947,-1.9297184495729651,-2.89085215299387,-3.8168122004016785,-4.696594396604277,-5.519709637097048,-6.276310001487677,-6.957309708728819,-7.554497390278519,-8.060639690332644,-8.469572008366198,-8.776279070429354,-8.97696113105977,-9.069085869943937,-9.051426147318146,-8.924081408353842,-8.68848387974922,-8.347387393390648,-7.904842207438561,-7.366150922453635,-6.737810895383075,-6.0274407900640785,-5.24369318574523,-4.396152889116256,-3.495223156486014,-2.552002733635013
第100节龙身y (m),-10.241844447685295,-10.310699130667148,-10.282782737170894,-10.15827874905139,-9.938280050507798,-9.624782318564574,-9.22066922588133,-8.729688188080999,-8.15641952714296,-7.506234136395827,-6.785249564574815,-6.000271171602855,-5.158731985470637,-4.268623195141966,-3.338421909365311,-2.377009680685661,-1.3935910752852405,-0.397603799524067,0.6013671791428788,1.5936874722717196,2.5697580809439016,3.5201177041948974,4.4355271309724875,5.307063967692594,6.126211207217697,6.884939416617936,7.575789115240052,8.19194586579244,8.727309710538664,9.176557124107983,9.5351985861456,9.799624844744743,9.967146531881774,10.036025406977426,10.005495041037921,9.875772702447803,9.648062005165894,9.324544112380305,8.908361240089455,8.403589407781551,7.81520112422571,7.14901969300162,6.411664836193788,5.610488505199116,4.753507593883944,3.8493198019713395,2.907024668664239,1.9361313440190842,0.9464651911648803,-0.05193325332876178,-1.0489067533667669,-2.034285589773529,-2.9979918661001537,-3.9301419939219713,-4.821149964237655,-5.661826050355153,-6.443474695797721,-7.157984117485609,-7.797915556145259,-8.356581339382995,-8.828117098582542,-9.207548510266236,-9.49084535771233,-9.674968552067373,-9.75790599271536,-9.738698633351996,-9.617455136835765,-9.395355888701678,-9.074645070769199,-8.658612213132496,-8.151562004505505,-7.558773928521529,-6.886450642958067,-6.141655639983422,-5.332243512029094,-4.466778399142632,-3.5544473045832983,-2.604964050242194,-1.6284676199155483,-0.6354144983277612,0.3635296107390603,1.3576070751409182,2.336081523306773,3.28835558385269,4.204086201913155,5.073296498312401,5.886488273483725,6.634746415826058,7.3098399931004705,7.904314021499042,8.411576537809365,8.825974275432161,9.14285923733816,9.358645540117394,9.470853203907833,9.478141493507682,9.38032922113155,9.178402145201135,8.874508004981076,8.471937929037624,7.975094909696791,7.389451142672181,6.721490288163206,5.97864111931408,5.169196574014216,4.302225916435826,3.3874767934949603,2.4352647563215295,1.4563629821401938,0.4618794453843099,-0.5368669918932689,-1.528475440729699,-2.501592375224251,-3.4450422736192525,-4.347957401003078,-5.19990348584645,-5.991002942790692,-6.712052100211536,-7.3546298792940386,-7.911201227425471,-8.37520791189848,-8.74115027424108,-9.004657147378861,-9.16254249525967,-9.212848419829113,-9.1548751940501,-8.989195330468704,-8.717653869185705,-8.34335241928777,-7.870619837993576,-7.3049662836637195,-6.653024251784543,-5.922475269213239,-5.121963923574562,-4.260998391512502,-3.3498424666293216,-2.399394940624388,-1.4210615125215087,-0.42662146116347693,0.5719154066804549,1.5624507879611949,2.5329447567291035,3.471565274132577,4.366828691684048,5.20774672573683,5.983961291893207,6.68587539246136,7.304775063405547,7.832942124565375,8.263754838176975,8.591775034651247
